From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9Z224	Q9Z224	reviewed	MOC2A_MOUSE	Molybdopterin synthase sulfur carrier subunit (Molybdenum cofactor synthesis protein 2 small subunit) (Molybdenum cofactor synthesis protein 2A) (MOCS2A) (Sulfur carrier protein MOCS2A)	Mocs2	Mus musculus (Mouse)	88
E9Q414	E9Q414	reviewed	APOB_MOUSE	Apolipoprotein B-100 (Apo B-100) [Cleaved into: Apolipoprotein B-48 (Apo B-48)]	Apob	Mus musculus (Mouse)	4505
Q80V86	Q80V86	reviewed	INT8_MOUSE	Integrator complex subunit 8 (Int8)	Ints8	Mus musculus (Mouse)	995
Q9D074	Q9D074	reviewed	MGRN1_MOUSE	E3 ubiquitin-protein ligase MGRN1 (EC 2.3.2.27) (Mahogunin RING finger protein 1) (RING-type E3 ubiquitin transferase MGRN1)	Mgrn1 Kiaa0544	Mus musculus (Mouse)	532
Q8C0N2	Q8C0N2	reviewed	GPAT3_MOUSE	Glycerol-3-phosphate acyltransferase 3 (GPAT-3) (EC 2.3.1.15) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 10) (AGPAT 10) (1-acyl-sn-glycerol-3-phosphate O-acyltransferase 9) (1-AGP acyltransferase 9) (1-AGPAT 9) (EC 2.3.1.51) (Acyl-CoA:glycerol-3-phosphate acyltransferase 3) (mGPAT3) (Lysophosphatidic acid acyltransferase theta) (LPAAT-theta)	Gpat3 Agpat9	Mus musculus (Mouse)	438
Q9CQ36	Q9CQ36	reviewed	DPOE4_MOUSE	DNA polymerase epsilon subunit 4 (DNA polymerase II subunit 4) (DNA polymerase epsilon subunit p12)	Pole4	Mus musculus (Mouse)	118
Q9Z160	Q9Z160	reviewed	COG1_MOUSE	Conserved oligomeric Golgi complex subunit 1 (COG complex subunit 1) (Component of oligomeric Golgi complex 1) (Low density lipoprotein receptor defect B-complementing protein)	Cog1 Ldlb	Mus musculus (Mouse)	980
Q6P1E1	Q6P1E1	reviewed	ZMIZ1_MOUSE	Zinc finger MIZ domain-containing protein 1 (PIAS-like protein Zimp10) (Retinoic acid-induced protein 17)	Zmiz1 Rai17 Zimp10	Mus musculus (Mouse)	1072
P70704	P70704	reviewed	AT8A1_MOUSE	Phospholipid-transporting ATPase IA (EC 7.6.2.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1)	Atp8a1 Atpc1	Mus musculus (Mouse)	1164
O35682	O35682	reviewed	MYADM_MOUSE	Myeloid-associated differentiation marker (Myeloid up-regulated protein)	Myadm Mug	Mus musculus (Mouse)	320
Q8BT51	Q8BT51	reviewed	COA4_MOUSE	Cytochrome c oxidase assembly factor 4 homolog, mitochondrial (Coiled-coil-helix-coiled-coil-helix domain-containing protein 8)	COA4 Chchd8	Mus musculus (Mouse)	87
Q5U405	Q5U405	reviewed	TMPSD_MOUSE	Transmembrane protease serine 13 (EC 3.4.21.-) (Membrane-type mosaic serine protease) (Mosaic serine protease)	Tmprss13 Msp	Mus musculus (Mouse)	543
O35136	O35136	reviewed	NCAM2_MOUSE	Neural cell adhesion molecule 2 (N-CAM-2) (NCAM-2) (Neural cell adhesion molecule RB-8) (R4B12)	Ncam2 Ocam Rncam	Mus musculus (Mouse)	837
Q8K0D2	Q8K0D2	reviewed	HABP2_MOUSE	Hyaluronan-binding protein 2 (EC 3.4.21.-) (Plasma hyaluronan-binding protein) [Cleaved into: Hyaluronan-binding protein 2 50 kDa heavy chain; Hyaluronan-binding protein 2 50 kDa heavy chain alternate form; Hyaluronan-binding protein 2 27 kDa light chain; Hyaluronan-binding protein 2 27 kDa light chain alternate form]	Habp2 Phbp	Mus musculus (Mouse)	558
Q8VC42	Q8VC42	reviewed	RMC1_MOUSE	Regulator of MON1-CCZ1 complex (Colon cancer-associated protein Mic1) (Mic-1)	Rmc1 Mic1 Wdr98	Mus musculus (Mouse)	657
G5E8F4	G5E8F4	reviewed	FPGT_MOUSE	Fucose-1-phosphate guanylyltransferase (EC 2.7.7.30) (GDP-L-fucose diphosphorylase) (GDP-L-fucose pyrophosphorylase)	Fpgt	Mus musculus (Mouse)	590
Q9QUK0	Q9QUK0	reviewed	CDKL2_MOUSE	Cyclin-dependent kinase-like 2 (EC 2.7.11.22) (Serine/threonine-protein kinase KKIAMRE)	Cdkl2 Kkiamre Kkm	Mus musculus (Mouse)	568
Q9D1Q1	Q9D1Q1	reviewed	MPH6_MOUSE	M-phase phosphoprotein 6	Mphosph6	Mus musculus (Mouse)	161
Q32NZ6	Q32NZ6	reviewed	TMC5_MOUSE	Transmembrane channel-like protein 5	Tmc5	Mus musculus (Mouse)	967
Q80YA7	Q80YA7	reviewed	DPP8_MOUSE	Dipeptidyl peptidase 8 (DP8) (EC 3.4.14.5) (Dipeptidyl peptidase VIII) (DPP VIII)	Dpp8	Mus musculus (Mouse)	892
Q8CC70	Q8CC70	reviewed	CF300_MOUSE	Cilia- and flagella-associated protein 300	Cfap300	Mus musculus (Mouse)	267
Q3TLI0	Q3TLI0	reviewed	TPC10_MOUSE	Trafficking protein particle complex subunit 10 (Trafficking protein particle complex subunit TMEM1) (Transport protein particle subunit TMEM1) (TRAPP subunit TMEM1)	Trappc10 Tmem1	Mus musculus (Mouse)	1258
P42682	P42682	reviewed	TXK_MOUSE	Tyrosine-protein kinase TXK (EC 2.7.10.2) (PTK-RL-18) (Resting lymphocyte kinase)	Txk Rlk	Mus musculus (Mouse)	527
Q60611	Q60611	reviewed	SATB1_MOUSE	DNA-binding protein SATB1 (Special AT-rich sequence-binding protein 1)	Satb1	Mus musculus (Mouse)	764
B1AX39	B1AX39	reviewed	ZCHC7_MOUSE	Zinc finger CCHC domain-containing protein 7 (TRAMP-like complex RNA-binding factor ZCCHC7)	Zcchc7 D4Wsu132e	Mus musculus (Mouse)	541
Q8BWF2	Q8BWF2	reviewed	GIMA5_MOUSE	GTPase IMAP family member 5 (GTPase of the immunity-associated protein 5) (Immunity-associated nucleotide 4-like 1 protein) (Immunity-associated protein 3)	Gimap5 Ian4l1 Ian5 Imap3	Mus musculus (Mouse)	308
O35709	O35709	reviewed	ENC1_MOUSE	Ectoderm-neural cortex protein 1 (ENC-1)	Enc1 Enc-1	Mus musculus (Mouse)	589
Q99LT0	Q99LT0	reviewed	DPY30_MOUSE	Protein dpy-30 homolog (Dpy-30-like protein) (Dpy-30L)	Dpy30	Mus musculus (Mouse)	99
Q8VI64	Q8VI64	reviewed	HUMMR_MOUSE	Protein MGARP (Corneal endothelium-specific protein 1) (CESP-1) (Hypoxia up-regulated mitochondrial movement regulator protein) (Mitochondria-localized glutamic acid-rich protein) (Ovary-specific acidic protein)	Mgarp Cesp1 Hummr Osap	Mus musculus (Mouse)	283
Q99PN3	Q99PN3	reviewed	TRI26_MOUSE	Tripartite motif-containing protein 26 (EC 2.3.2.27) (Zinc finger protein 173)	Trim26 Znf173	Mus musculus (Mouse)	545
Q8BH18	Q8BH18	reviewed	TM117_MOUSE	Transmembrane protein 117	Tmem117	Mus musculus (Mouse)	514
Q3U0B3	Q3U0B3	reviewed	DHR11_MOUSE	Dehydrogenase/reductase SDR family member 11 (17-beta-hydroxysteroid dehydrogenase) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Estradiol 17-beta-dehydrogenase) (EC 1.1.1.62) (Short-chain dehydrogenase/reductase family 24C member 1)	Dhrs11 Sdr24c1	Mus musculus (Mouse)	260
P02468	P02468	reviewed	LAMC1_MOUSE	Laminin subunit gamma-1 (Laminin B2 chain) (Laminin-1 subunit gamma) (Laminin-10 subunit gamma) (Laminin-11 subunit gamma) (Laminin-2 subunit gamma) (Laminin-3 subunit gamma) (Laminin-4 subunit gamma) (Laminin-6 subunit gamma) (Laminin-7 subunit gamma) (Laminin-8 subunit gamma) (Laminin-9 subunit gamma) (S-laminin subunit gamma) (S-LAM gamma)	Lamc1 Lamb-2 Lamc-1	Mus musculus (Mouse)	1607
Q99PI8	Q99PI8	reviewed	RTN4R_MOUSE	Reticulon-4 receptor (Nogo receptor) (NgR) (Nogo-66 receptor) (Nogo66 receptor-1) (NgR1)	Rtn4r Ngr1 Nogor	Mus musculus (Mouse)	473
F8VQB6	F8VQB6	reviewed	MYO10_MOUSE	Unconventional myosin-X (Unconventional myosin-10)	Myo10	Mus musculus (Mouse)	2062
Q6P9J9	Q6P9J9	reviewed	ANO6_MOUSE	Anoctamin-6 (Small-conductance calcium-activated nonselective cation channel) (SCAN channel) (Transmembrane protein 16F)	Ano6 Tmem16f	Mus musculus (Mouse)	911
Q91VT1	Q91VT1	reviewed	NSE2_MOUSE	E3 SUMO-protein ligase NSE2 (EC 2.3.2.-) (E3 SUMO-protein transferase NSE2) (MMS21 homolog) (Non-structural maintenance of chromosomes element 2 homolog) (Non-SMC element 2 homolog)	Nsmce2 Mms21	Mus musculus (Mouse)	247
O08970	O08970	reviewed	TUFT1_MOUSE	Tuftelin	Tuft1	Mus musculus (Mouse)	390
Q69ZN6	Q69ZN6	reviewed	GNPTA_MOUSE	N-acetylglucosamine-1-phosphotransferase subunits alpha/beta (EC 2.7.8.17) (GlcNAc-1-phosphotransferase subunits alpha/beta) (Stealth protein GNPTAB) (UDP-N-acetylglucosamine-1-phosphotransferase subunits alpha/beta) [Cleaved into: N-acetylglucosamine-1-phosphotransferase subunit alpha; N-acetylglucosamine-1-phosphotransferase subunit beta]	Gnptab Gnpta Kiaa1208	Mus musculus (Mouse)	1235
Q9JI57	Q9JI57	reviewed	GT2D1_MOUSE	General transcription factor II-I repeat domain-containing protein 1 (GTF2I repeat domain-containing protein 1) (Binding factor for early enhancer)	Gtf2ird1 Ben	Mus musculus (Mouse)	1104
Q5PRE5	Q5PRE5	reviewed	PRSR1_MOUSE	Proline and serine-rich protein 1	Proser1	Mus musculus (Mouse)	913
Q3TFQ1	Q3TFQ1	reviewed	SPRY7_MOUSE	SPRY domain-containing protein 7 (Chronic lymphocytic leukemia deletion region gene 6 protein homolog) (CLL deletion region gene 6 protein homolog)	Spryd7 Clld6	Mus musculus (Mouse)	196
P70371	P70371	reviewed	TERF1_MOUSE	Telomeric repeat-binding factor 1 (TTAGGG repeat-binding factor 1)	Terf1 Trf1	Mus musculus (Mouse)	421
Q9CYV5	Q9CYV5	reviewed	TM135_MOUSE	Transmembrane protein 135 (Peroxisomal membrane protein 52) (PMP52)	Tmem135	Mus musculus (Mouse)	458
P46735	P46735	reviewed	MYO1B_MOUSE	Unconventional myosin-Ib (MIH-L) (Myosin I alpha) (MMI-alpha) (MMIa)	Myo1b	Mus musculus (Mouse)	1107
Q8C147	Q8C147	reviewed	DOCK8_MOUSE	Dedicator of cytokinesis protein 8	Dock8	Mus musculus (Mouse)	2100
P63213	P63213	reviewed	GBG2_MOUSE	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 (G gamma-I)	Gng2	Mus musculus (Mouse)	71
Q9CQY1	Q9CQY1	reviewed	ATG12_MOUSE	Ubiquitin-like protein ATG12 (Autophagy-related protein 12) (APG12-like)	Atg12 Apg12 Apg12l	Mus musculus (Mouse)	141
Q9JI38	Q9JI38	reviewed	PUS3_MOUSE	tRNA pseudouridine(38/39) synthase (EC 5.4.99.45) (tRNA pseudouridine synthase 3) (tRNA pseudouridylate synthase 3) (tRNA-uridine isomerase 3)	Pus3	Mus musculus (Mouse)	481
Q69ZP3	Q69ZP3	reviewed	PNKD_MOUSE	Probable hydrolase PNKD (EC 3.-.-.-) (Myofibrillogenesis regulator 1) (MR-1) (Paroxysmal nonkinesiogenic dyskinesia protein)	Pnkd Brp17 Kiaa1184 Mr1 Tahccp2 Fksg19 MNCb-5687	Mus musculus (Mouse)	385
Q9D385	Q9D385	reviewed	AR2BP_MOUSE	ADP-ribosylation factor-like protein 2-binding protein (ARF-like 2-binding protein) (Binder of ARF2 protein 1)	Arl2bp Bart Bart1	Mus musculus (Mouse)	163
Q9R1X5	Q9R1X5	reviewed	MRP5_MOUSE	ATP-binding cassette sub-family C member 5 (EC 7.6.2.-) (EC 7.6.2.2) (Multi-specific organic anion transporter C) (MOAT-C) (Multidrug resistance-associated protein 5) (SMRP)	Abcc5 Abcc5a Mrp5	Mus musculus (Mouse)	1436
O08918	O08918	reviewed	CCNG2_MOUSE	Cyclin-G2	Ccng2	Mus musculus (Mouse)	344
Q8VC48	Q8VC48	reviewed	PEX12_MOUSE	Peroxisome assembly protein 12 (Peroxin-12)	Pex12	Mus musculus (Mouse)	359
Q9D4P0	Q9D4P0	reviewed	ARL5B_MOUSE	ADP-ribosylation factor-like protein 5B (ADP-ribosylation factor-like protein 8)	Arl5b Arl8	Mus musculus (Mouse)	179
Q7TSZ8	Q7TSZ8	reviewed	NACC1_MOUSE	Nucleus accumbens-associated protein 1 (NAC-1) (BTB/POZ domain-containing protein 14B)	Nacc1 Btbd14b Nac1	Mus musculus (Mouse)	514
Q8CG03	Q8CG03	reviewed	PDE5A_MOUSE	cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35) (cGMP-binding cGMP-specific phosphodiesterase) (CGB-PDE)	Pde5a Pde5	Mus musculus (Mouse)	865
O35680	O35680	reviewed	RT12_MOUSE	Small ribosomal subunit protein uS12m (28S ribosomal protein S12, mitochondrial) (MRP-S12) (S12mt) (MT-RPS12)	Mrps12 Rpms12	Mus musculus (Mouse)	139
Q6Q783	Q6Q783	reviewed	KMT5C_MOUSE	Histone-lysine N-methyltransferase KMT5C (Lysine-specific methyltransferase 5C) (Suppressor of variegation 4-20 homolog 2) (Su(var)4-20 homolog 2) (Suv4-20h2) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.362) ([histone H4]-lysine20 N-methyltransferase KMT5B) (EC 2.1.1.361)	Kmt5c Suv420h2	Mus musculus (Mouse)	468
Q9JJX6	Q9JJX6	reviewed	P2RX4_MOUSE	P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor)	P2rx4 P2x4	Mus musculus (Mouse)	388
F7BWT7	F7BWT7	reviewed	TSN15_MOUSE	Tetraspanin-15 (Tspan-15) (Transmembrane 4 superfamily member 15)	Tspan15	Mus musculus (Mouse)	294
Q62481	Q62481	reviewed	VPS72_MOUSE	Vacuolar protein sorting-associated protein 72 homolog (Protein YL-1) (Transcription factor-like 1)	Vps72 Tcfl1 Yl1	Mus musculus (Mouse)	368
Q9CR21	Q9CR21	reviewed	ACPM_MOUSE	Acyl carrier protein, mitochondrial (ACP) (CI-SDAP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)	Ndufab1	Mus musculus (Mouse)	156
Q5NCS9	Q5NCS9	reviewed	MID49_MOUSE	Mitochondrial dynamics protein MID49 (Mitochondrial dynamics protein of 49 kDa homolog) (Mitochondrial elongation factor 2) (Smith-Magenis syndrome chromosomal region candidate gene 7 protein homolog)	Mief2 Gm11 Mid49 Smcr7	Mus musculus (Mouse)	454
Q3V129	Q3V129	reviewed	ULK4_MOUSE	Serine/threonine-protein kinase ULK4 (EC 2.7.11.1) (Unc-51-like kinase 4)	Ulk4	Mus musculus (Mouse)	1303
Q3TZM9	Q3TZM9	reviewed	ALG11_MOUSE	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Asparagine-linked glycosylation protein 11 homolog) (Glycolipid 2-alpha-mannosyltransferase)	Alg11	Mus musculus (Mouse)	492
Q8K199	Q8K199	reviewed	COXM2_MOUSE	COX assembly mitochondrial protein 2 homolog	Cmc2	Mus musculus (Mouse)	79
E9PZ36	E9PZ36	reviewed	PKHD1_MOUSE	Fibrocystin (Polycystic kidney and hepatic disease 1 protein) (Polyductin)	Pkhd1	Mus musculus (Mouse)	4059
Q9QXV3	Q9QXV3	reviewed	ING1_MOUSE	Inhibitor of growth protein 1	Ing1	Mus musculus (Mouse)	279
Q8BXK4	Q8BXK4	reviewed	SAMTR_MOUSE	S-adenosylmethionine sensor upstream of mTORC1 (Probable methyltransferase BMT2 homolog) (EC 2.1.1.-)	Bmt2 Samtor	Mus musculus (Mouse)	403
A2AJQ3	A2AJQ3	reviewed	D19L4_MOUSE	Probable C-mannosyltransferase DPY19L4 (EC 2.4.1.-) (Dpy-19-like protein 4) (Protein dpy-19 homolog 4)	Dpy19l4 Gm1023	Mus musculus (Mouse)	722
Q8BGA9	Q8BGA9	reviewed	OXA1L_MOUSE	Mitochondrial inner membrane protein OXA1L (Oxidase assembly 1-like protein) (OXA1-like protein)	Oxa1l	Mus musculus (Mouse)	433
Q3U829	Q3U829	reviewed	AP5Z1_MOUSE	AP-5 complex subunit zeta-1 (Adaptor-related protein complex 5 zeta subunit) (Zeta5)	Ap5z1 Kiaa0415	Mus musculus (Mouse)	807
Q91WF7	Q91WF7	reviewed	FIG4_MOUSE	Polyphosphoinositide phosphatase (EC 3.1.3.-) (EC 3.1.3.36) (EC 3.1.3.86) (Phosphatidylinositol 3,5-bisphosphate 5-phosphatase) (SAC domain-containing protein 3) (Serine-protein phosphatase FIG4) (EC 3.1.3.16)	Fig4 Kiaa0274 Sac3	Mus musculus (Mouse)	907
P62892	P62892	reviewed	RL39_MOUSE	Large ribosomal subunit protein eL39 (60S ribosomal protein L39)	Rpl39	Mus musculus (Mouse)	51
P70210	P70210	reviewed	TEAD3_MOUSE	Transcriptional enhancer factor TEF-5 (DTEF-1) (ETF-related factor 1) (ETFR-1) (TEA domain family member 3) (TEAD-3)	Tead3 Tcf13r2 Tef5	Mus musculus (Mouse)	439
Q8BKE5	Q8BKE5	reviewed	FSBP_MOUSE	Fibrinogen silencer-binding protein	Fsbp	Mus musculus (Mouse)	299
P32261	P32261	reviewed	ANT3_MOUSE	Antithrombin-III (ATIII) (Serpin C1)	Serpinc1 At3	Mus musculus (Mouse)	465
P49919	P49919	reviewed	CDN1C_MOUSE	Cyclin-dependent kinase inhibitor 1C (Cyclin-dependent kinase inhibitor p57) (p57Kip2)	Cdkn1c Kip2	Mus musculus (Mouse)	348
Q6DI92	Q6DI92	reviewed	ZSWM9_MOUSE	Uncharacterized protein ZSWIM9	Zswim9	Mus musculus (Mouse)	447
Q8BWT5	Q8BWT5	reviewed	DIP2A_MOUSE	Disco-interacting protein 2 homolog A (DIP2 homolog A) (EC 6.2.1.1)	Dip2a Dip2 Kiaa0184	Mus musculus (Mouse)	1523
Q5SUE8	Q5SUE8	reviewed	ANR40_MOUSE	Ankyrin repeat domain-containing protein 40	Ankrd40	Mus musculus (Mouse)	363
Q9D820	Q9D820	reviewed	PRXD1_MOUSE	Prolyl-tRNA synthetase associated domain-containing protein 1 (PrdX deacylase domain-containing protein 1)	Prorsd1 Prdxdd1	Mus musculus (Mouse)	169
Q8VE18	Q8VE18	reviewed	SMG8_MOUSE	Nonsense-mediated mRNA decay factor SMG8 (Protein smg-8 homolog)	Smg8	Mus musculus (Mouse)	991
Q9QY30	Q9QY30	reviewed	ABCBB_MOUSE	Bile salt export pump (EC 7.6.2.-) (ATP-binding cassette sub-family B member 11) (Sister of P-glycoprotein)	Abcb11 Bsep Spgp	Mus musculus (Mouse)	1321
P42337	P42337	reviewed	PK3CA_MOUSE	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)	Pik3ca	Mus musculus (Mouse)	1068
Q9DCJ1	Q9DCJ1	reviewed	LST8_MOUSE	Target of rapamycin complex subunit LST8 (TORC subunit LST8) (G protein beta subunit-like) (Protein GbetaL) (Mammalian lethal with SEC13 protein 8) (mLST8)	Mlst8 Gbl Lst8	Mus musculus (Mouse)	326
Q9WUB7	Q9WUB7	reviewed	CLCKA_MOUSE	Chloride channel protein ClC-Ka (Chloride channel Ka) (ClC-K1)	Clcnka Clcnk1	Mus musculus (Mouse)	687
Q9DBV4	Q9DBV4	reviewed	MXRA8_MOUSE	Matrix remodeling-associated protein 8 (Adipocyte-specific protein 3) (Dual Ig domain-containing cell adhesion molecule) (DICAM) (Limitrin)	Mxra8 Asp3 Dicam	Mus musculus (Mouse)	442
Q8BGQ6	Q8BGQ6	reviewed	EFC14_MOUSE	EF-hand calcium-binding domain-containing protein 14	Efcab14 Kiaa0494	Mus musculus (Mouse)	484
Q3UQV5	Q3UQV5	reviewed	KBTB8_MOUSE	Kelch repeat and BTB domain-containing protein 8	Kbtbd8 Kiaa1842	Mus musculus (Mouse)	599
Q99J93	Q99J93	reviewed	IFM2_MOUSE	Interferon-induced transmembrane protein 2 (Dispanin subfamily A member 2c) (DSPA2c) (Fragilis protein 3)	Ifitm2	Mus musculus (Mouse)	144
Q8BPM0	Q8BPM0	reviewed	DAAM1_MOUSE	Disheveled-associated activator of morphogenesis 1	Daam1	Mus musculus (Mouse)	1077
Q9D0M2	Q9D0M2	reviewed	CDCA7_MOUSE	Cell division cycle-associated protein 7	Cdca7	Mus musculus (Mouse)	382
E9QAG8	E9QAG8	reviewed	ZN431_MOUSE	Zinc finger protein 431 (Zinc finger protein 932)	Znf431 Zfp431 Zfp932	Mus musculus (Mouse)	526
Q80YR2	Q80YR2	reviewed	FHI2B_MOUSE	FHF complex subunit HOOK-interacting protein 2B (Retinoic acid-induced protein 16)	Fhip2b Fam160b2 Rai16	Mus musculus (Mouse)	744
Q61493	Q61493	reviewed	REV3L_MOUSE	DNA polymerase zeta catalytic subunit (EC 2.7.7.7) (Protein reversionless 3-like) (REV3-like) (Seizure-related protein 4)	Rev3l Polz Sez4	Mus musculus (Mouse)	3122
Q60952	Q60952	reviewed	CP250_MOUSE	Centrosome-associated protein CEP250 (250 kDa centrosomal protein) (Cep250) (Centrosomal Nek2-associated protein 1) (C-Nap1) (Centrosomal protein 2) (Intranuclear matrix protein)	Cep250 Cep2 Inmp	Mus musculus (Mouse)	2414
P0DM40	P0DM40	reviewed	FR1L5_MOUSE	Fer-1-like protein 5	Fer1l5	Mus musculus (Mouse)	2038
Q5SX79	Q5SX79	reviewed	SHRM1_MOUSE	Protein Shroom1	Shroom1	Mus musculus (Mouse)	823
Q80WG7	Q80WG7	reviewed	TRI36_MOUSE	E3 ubiquitin-protein ligase Trim36 (EC 2.3.2.27) (Acrosome RBCC protein) (Haprin) (RING-type E3 ubiquitin transferase TRIM36) (Tripartite motif-containing protein 36)	Trim36	Mus musculus (Mouse)	729
O88452	O88452	reviewed	STC2_MOUSE	Stanniocalcin-2 (STC-2)	Stc2	Mus musculus (Mouse)	296
Q9JK24	Q9JK24	reviewed	P2R3C_MOUSE	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma (Protein phosphatase subunit G5PR)	Ppp2r3c G5pr MNCb-1932	Mus musculus (Mouse)	453
Q8BVP5	Q8BVP5	reviewed	KC1G2_MOUSE	Casein kinase I isoform gamma-2 (CKI-gamma 2) (EC 2.7.11.1)	Csnk1g2 Ck1g2	Mus musculus (Mouse)	415
Q9CZ69	Q9CZ69	reviewed	CKLF6_MOUSE	CKLF-like MARVEL transmembrane domain-containing protein 6 (Chemokine-like factor superfamily member 6)	Cmtm6 Cklfsf6	Mus musculus (Mouse)	183
Q5PT53	Q5PT53	reviewed	NTCP7_MOUSE	Sodium/bile acid cotransporter 7 (Na(+)/bile acid cotransporter 7) (Solute carrier family 10 member 7)	Slc10a7 P7	Mus musculus (Mouse)	340
Q06890	Q06890	reviewed	CLUS_MOUSE	Clusterin (Apolipoprotein J) (Apo-J) (Clustrin) (Sulfated glycoprotein 2) (SGP-2) [Cleaved into: Clusterin beta chain; Clusterin alpha chain]	Clu Apoj Msgp-2	Mus musculus (Mouse)	448
Q8R5A3	Q8R5A3	reviewed	AB1IP_MOUSE	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein (APBB1-interacting protein 1) (Proline-rich EVH1 ligand 1) (PREL-1) (Proline-rich protein 48)	Apbb1ip Prel1	Mus musculus (Mouse)	670
O88335	O88335	reviewed	KCNJ1_MOUSE	ATP-sensitive inward rectifier potassium channel 1 (ATP-regulated potassium channel ROM-K) (Inward rectifier K(+) channel Kir1.1) (Potassium channel, inwardly rectifying subfamily J member 1)	Kcnj1	Mus musculus (Mouse)	372
Q922B6	Q922B6	reviewed	TRAF7_MOUSE	E3 ubiquitin-protein ligase TRAF7 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRAF7) (TNF receptor-associated factor 7)	Traf7	Mus musculus (Mouse)	594
Q61086	Q61086	reviewed	FZD3_MOUSE	Frizzled-3 (Fz-3) (mFz3)	Fzd3	Mus musculus (Mouse)	666
Q920F6	Q920F6	reviewed	SMC1B_MOUSE	Structural maintenance of chromosomes protein 1B (SMC protein 1B) (SMC-1-beta) (SMC-1B)	Smc1b Smc1l2	Mus musculus (Mouse)	1248
Q9EPB5	Q9EPB5	reviewed	SERHL_MOUSE	Serine hydrolase-like protein (SHL) (EC 3.1.-.-)	Serhl	Mus musculus (Mouse)	311
Q3UPR7	Q3UPR7	reviewed	TM102_MOUSE	Transmembrane protein 102	Tmem102	Mus musculus (Mouse)	509
Q6NXH8	Q6NXH8	reviewed	MET25_MOUSE	Probable methyltransferase-like protein 25 (EC 2.1.1.-)	Mettl25	Mus musculus (Mouse)	597
Q8BHY8	Q8BHY8	reviewed	SNX14_MOUSE	Sorting nexin-14	Snx14	Mus musculus (Mouse)	964
Q8BWP8	Q8BWP8	reviewed	B4GA1_MOUSE	Beta-1,4-glucuronyltransferase 1 (EC 2.4.1.-) (I-beta-1,3-N-acetylglucosaminyltransferase) (iGnT) (N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase) (Poly-N-acetyllactosamine extension enzyme) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1)	B4gat1 B3gnt1 B3gnt6	Mus musculus (Mouse)	415
D3Z7Q2	D3Z7Q2	reviewed	SIM20_MOUSE	Small integral membrane protein 20 (Mitochondrial translation regulation assembly intermediate of cytochrome c oxidase protein of 7 kDa) (MITRAC7) [Cleaved into: Phoenixin-14 (PNX-14); Phoenixin-20 (PNX-20)]	Smim20	Mus musculus (Mouse)	69
Q99L28	Q99L28	reviewed	RLP24_MOUSE	Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1) (Ribosomal protein L24-like)	Rsl24d1	Mus musculus (Mouse)	163
Q8JZU0	Q8JZU0	reviewed	NUD13_MOUSE	NAD(P)H pyrophosphatase NUDT13, mitochondrial (EC 3.6.1.22) (Nucleoside diphosphate-linked moiety X motif 13) (Nudix motif 13)	Nudt13	Mus musculus (Mouse)	352
Q9WUE4	Q9WUE4	reviewed	NPRL2_MOUSE	GATOR complex protein NPRL2 (Gene 21 protein) (G21 protein) (Nitrogen permease regulator 2-like protein) (NPR2-like protein)	Nprl2	Mus musculus (Mouse)	380
Q8CFE6	Q8CFE6	reviewed	S38A2_MOUSE	Sodium-coupled neutral amino acid symporter 2 (Amino acid transporter A2) (Solute carrier family 38 member 2) (System A amino acid transporter 2) (System A transporter 1) (System N amino acid transporter 2)	Slc38a2 Ata2 Kiaa1382 Sat2 Snat2	Mus musculus (Mouse)	504
Q8BSU7	Q8BSU7	reviewed	MOB3A_MOUSE	MOB kinase activator 3A (Mob1 homolog 2A) (Mps one binder kinase activator-like 2A)	Mob3a Mobkl2a	Mus musculus (Mouse)	217
Q8K064	Q8K064	reviewed	F174B_MOUSE	Membrane protein FAM174B	Fam174b	Mus musculus (Mouse)	153
