From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9EP97	Q9EP97	reviewed	SENP3_MOUSE	Sentrin-specific protease 3 (EC 3.4.22.-) (SUMO-1-specific protease 3) (Sentrin/SUMO-specific protease SENP3) (Smt3-specific isopeptidase 1) (Smt3ip1)	Senp3 Smt3ip Smt3ip1	Mus musculus (Mouse)	568
Q8BP99	Q8BP99	reviewed	CA216_MOUSE	UPF0500 protein C1orf216 homolog		Mus musculus (Mouse)	230
Q9CWL8	Q9CWL8	reviewed	CTBL1_MOUSE	Beta-catenin-like protein 1 (Nuclear-associated protein) (NAP)	Ctnnbl1	Mus musculus (Mouse)	563
Q99K99	Q99K99	reviewed	CD019_MOUSE	Uncharacterized protein C4orf19 homolog		Mus musculus (Mouse)	313
Q8CHP0	Q8CHP0	reviewed	ZC3H3_MOUSE	Zinc finger CCCH domain-containing protein 3 (Smad-interacting CPSF-like factor)	Zc3h3 Kiaa0150 Smicl Zc3hdc3 Zfp623	Mus musculus (Mouse)	950
O55187	O55187	reviewed	CBX4_MOUSE	E3 SUMO-protein ligase CBX4 (EC 2.3.2.-) (Chromobox protein homolog 4) (E3 SUMO-protein transferase CBX4) (Polycomb 2 homolog) (Pc2) (mPc2)	Cbx4 Pc2	Mus musculus (Mouse)	551
Q99LG0	Q99LG0	reviewed	UBP16_MOUSE	Ubiquitin carboxyl-terminal hydrolase 16 (EC 3.4.19.12) (Deubiquitinating enzyme 16) (Ubiquitin thioesterase 16) (Ubiquitin-specific-processing protease 16)	Usp16	Mus musculus (Mouse)	825
Q9EQH3	Q9EQH3	reviewed	VPS35_MOUSE	Vacuolar protein sorting-associated protein 35 (Maternal-embryonic 3) (Vesicle protein sorting 35)	Vps35 Mem3	Mus musculus (Mouse)	796
O09172	O09172	reviewed	GSH0_MOUSE	Glutamate--cysteine ligase regulatory subunit (GCS light chain) (Gamma-ECS regulatory subunit) (Gamma-glutamylcysteine synthetase regulatory subunit) (Glutamate--cysteine ligase modifier subunit)	Gclm Glclr	Mus musculus (Mouse)	274
Q3U2S4	Q3U2S4	reviewed	OTUD5_MOUSE	OTU domain-containing protein 5 (EC 3.4.19.12) (Deubiquitinating enzyme A) (DUBA)	Otud5 DXImx46e Sfc7	Mus musculus (Mouse)	566
Q8K4L0	Q8K4L0	reviewed	DDX54_MOUSE	ATP-dependent RNA helicase DDX54 (EC 3.6.4.13) (DEAD box protein 54)	Ddx54	Mus musculus (Mouse)	874
Q6NZM9	Q6NZM9	reviewed	HDAC4_MOUSE	Histone deacetylase 4 (HD4) (EC 3.5.1.98)	Hdac4	Mus musculus (Mouse)	1076
Q9DBC7	Q9DBC7	reviewed	KAP0_MOUSE	cAMP-dependent protein kinase type I-alpha regulatory subunit [Cleaved into: cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed]	Prkar1a	Mus musculus (Mouse)	381
Q8R550	Q8R550	reviewed	SH3K1_MOUSE	SH3 domain-containing kinase-binding protein 1 (Regulator of ubiquitous kinase) (Ruk) (SH3-containing, expressed in tumorigenic astrocytes)	Sh3kbp1 Ruk Seta	Mus musculus (Mouse)	709
Q9D7S7	Q9D7S7	reviewed	RL22L_MOUSE	Large ribosomal subunit protein eL22-like 1 (60S ribosomal protein L22-like 1)	Rpl22l1	Mus musculus (Mouse)	122
Q80UU1	Q80UU1	reviewed	ANKZ1_MOUSE	tRNA endonuclease ANKZF1 (EC 3.1.-.-) (Ankyrin repeat and zinc finger domain-containing protein 1)	Ankzf1 D1Ertd161e	Mus musculus (Mouse)	748
Q6ZQH8	Q6ZQH8	reviewed	NU188_MOUSE	Nucleoporin NUP188	Nup188 Kiaa0169	Mus musculus (Mouse)	1759
Q8VDQ9	Q8VDQ9	reviewed	KRI1_MOUSE	Protein KRI1 homolog	Kri1	Mus musculus (Mouse)	704
Q99JP7	Q99JP7	reviewed	GGT7_MOUSE	Glutathione hydrolase 7 (EC 3.4.19.13) (Gamma-glutamyltransferase 7) (GGT 7) (EC 2.3.2.2) (Gamma-glutamyltransferase-like 3) (Gamma-glutamyltranspeptidase 7) [Cleaved into: Glutathione hydrolase 7 heavy chain; Glutathione hydrolase 7 light chain]	Ggt7 Ggtl3	Mus musculus (Mouse)	662
O70589	O70589	reviewed	CSKP_MOUSE	Peripheral plasma membrane protein CASK (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase)	Cask Lin-2	Mus musculus (Mouse)	926
B2RR83	B2RR83	reviewed	YTDC2_MOUSE	3'-5' RNA helicase YTHDC2 (EC 3.6.4.13) (Keen to exit meiosis leaving testes under-populated protein) (Ketu) (YTH domain-containing protein C2) (mYTHDC2)	Ythdc2	Mus musculus (Mouse)	1445
Q6NVF4	Q6NVF4	reviewed	HELB_MOUSE	DNA helicase B (EC 3.6.4.12)	Helb	Mus musculus (Mouse)	1074
Q3UYV9	Q3UYV9	reviewed	NCBP1_MOUSE	Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)	Ncbp1 Cbp80	Mus musculus (Mouse)	790
Q8C551	Q8C551	reviewed	R51A1_MOUSE	RAD51-associated protein 1 (RAB22)	Rad51ap1	Mus musculus (Mouse)	337
Q07113	Q07113	reviewed	MPRI_MOUSE	Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222)	Igf2r	Mus musculus (Mouse)	2483
Q60722	Q60722	reviewed	ITF2_MOUSE	Transcription factor 4 (TCF-4) (Class A helix-loop-helix transcription factor ME2) (Immunoglobulin transcription factor 2) (ITF-2) (MITF-2) (SL3-3 enhancer factor 2) (SEF-2)	Tcf4 Itf2 Sef2	Mus musculus (Mouse)	670
Q8CHU3	Q8CHU3	reviewed	EPN2_MOUSE	Epsin-2 (EPS-15-interacting protein 2) (Intersectin-EH-binding protein 2) (Ibp2)	Epn2	Mus musculus (Mouse)	595
P58404	P58404	reviewed	STRN4_MOUSE	Striatin-4 (Zinedin)	Strn4 Zin	Mus musculus (Mouse)	760
Q9EQF6	Q9EQF6	reviewed	DPYL5_MOUSE	Dihydropyrimidinase-related protein 5 (DRP-5) (Collapsin response mediator protein 5) (CRMP-5)	Dpysl5 Crmp5	Mus musculus (Mouse)	564
Q64092	Q64092	reviewed	TFE3_MOUSE	Transcription factor E3 (mTFE3)	Tfe3 Tcfe3	Mus musculus (Mouse)	572
Q9D6I9	Q9D6I9	reviewed	LURA1_MOUSE	Leucine rich adaptor protein 1 (Leucine repeat adapter protein 35A)	Lurap1 Lrap35a Lrp35a	Mus musculus (Mouse)	239
Q8BVU0	Q8BVU0	reviewed	LRCH3_MOUSE	DISP complex protein LRCH3 (Leucine-rich repeat and calponin homology domain-containing protein 3)	Lrch3	Mus musculus (Mouse)	778
Q3TJM4	Q3TJM4	reviewed	CENPT_MOUSE	Centromere protein T (CENP-T)	Cenpt	Mus musculus (Mouse)	515
P62141	P62141	reviewed	PP1B_MOUSE	Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (EC 3.1.3.16) (EC 3.1.3.53)	Ppp1cb	Mus musculus (Mouse)	327
Q3UMM4	Q3UMM4	reviewed	CDK10_MOUSE	Cyclin-dependent kinase 10 (EC 2.7.11.22) (Cell division protein kinase 10)	Cdk10	Mus musculus (Mouse)	360
Q68FE6	Q68FE6	reviewed	RIPR1_MOUSE	Rho family-interacting cell polarization regulator 1	Ripor1 Fam65a Kiaa1930	Mus musculus (Mouse)	1223
P08551	P08551	reviewed	NFL_MOUSE	Neurofilament light polypeptide (NF-L) (68 kDa neurofilament protein) (Neurofilament triplet L protein)	Nefl Nf68 Nfl	Mus musculus (Mouse)	543
Q80TG1	Q80TG1	reviewed	KANL1_MOUSE	KAT8 regulatory NSL complex subunit 1 (NSL complex protein NSL1) (Non-specific lethal 1 homolog)	Kansl1 Kiaa1267 Nsl1	Mus musculus (Mouse)	1036
P28738	P28738	reviewed	KIF5C_MOUSE	Kinesin heavy chain isoform 5C (EC 3.6.4.-) (Kinesin heavy chain neuron-specific 2) (Kinesin-1)	Kif5c Nkhc2	Mus musculus (Mouse)	956
Q61768	Q61768	reviewed	KINH_MOUSE	Kinesin-1 heavy chain (Conventional kinesin heavy chain) (Ubiquitous kinesin heavy chain) (UKHC)	Kif5b Khcs Kns1	Mus musculus (Mouse)	963
O88990	O88990	reviewed	ACTN3_MOUSE	Alpha-actinin-3 (Alpha-actinin skeletal muscle isoform 3) (F-actin cross-linking protein)	Actn3	Mus musculus (Mouse)	900
Q9CZX5	Q9CZX5	reviewed	PINX1_MOUSE	PIN2/TERF1-interacting telomerase inhibitor 1 (67-11-3 protein) (LPTS1) (Liver-related putative tumor suppressor) (Pin2-interacting protein X1) (TRF1-interacting protein 1)	Pinx1 Lpts	Mus musculus (Mouse)	332
Q8JZZ6	Q8JZZ6	reviewed	AMERL_MOUSE	AMMECR1-like protein	Ammecr1l	Mus musculus (Mouse)	310
P36552	P36552	reviewed	HEM6_MOUSE	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial (COX) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	Cpox Cpo	Mus musculus (Mouse)	443
Q9D3U0	Q9D3U0	reviewed	PUS10_MOUSE	tRNA pseudouridine synthase Pus10 (EC 5.4.99.25) (Coiled-coil domain-containing protein 139) (tRNA pseudouridine 55 synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	Pus10 Ccdc139	Mus musculus (Mouse)	527
Q9JIG4	Q9JIG4	reviewed	PPR3F_MOUSE	Protein phosphatase 1 regulatory subunit 3F (R3F)	Ppp1r3f DXImx48e	Mus musculus (Mouse)	799
Q69ZR9	Q69ZR9	reviewed	TASOR_MOUSE	Protein TASOR (Transgene activation suppressor protein)	Tasor D14Abb1e Fam208a Kiaa1105	Mus musculus (Mouse)	1610
Q8R1X6	Q8R1X6	reviewed	SPART_MOUSE	Spartin	Spart Kiaa0610 Spg20	Mus musculus (Mouse)	671
Q9CSU0	Q9CSU0	reviewed	RPR1B_MOUSE	Regulation of nuclear pre-mRNA domain-containing protein 1B (Cell cycle-related and expression-elevated protein in tumor)	Rprd1b Crept	Mus musculus (Mouse)	326
Q80VI1	Q80VI1	reviewed	TRI56_MOUSE	E3 ubiquitin-protein ligase TRIM56 (EC 2.3.2.27) (Tripartite motif-containing protein 56)	Trim56	Mus musculus (Mouse)	734
O35382	O35382	reviewed	EXOC4_MOUSE	Exocyst complex component 4 (Exocyst complex component Sec8)	Exoc4 Sec8 Sec8l1	Mus musculus (Mouse)	975
Q61548	Q61548	reviewed	AP180_MOUSE	Clathrin coat assembly protein AP180 (91 kDa synaptosomal-associated protein) (Clathrin coat-associated protein AP180) (Phosphoprotein F1-20)	Snap91	Mus musculus (Mouse)	901
P34152	P34152	reviewed	FAK1_MOUSE	Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK)	Ptk2 Fadk Fak Fak1 Kiaa4203	Mus musculus (Mouse)	1052
Q80UV9	Q80UV9	reviewed	TAF1_MOUSE	Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250)	Taf1 Ccg1	Mus musculus (Mouse)	1891
Q9QXV1	Q9QXV1	reviewed	CBX8_MOUSE	Chromobox protein homolog 8 (Polycomb 3 homolog) (Pc3) (mPc3)	Cbx8 Pc3	Mus musculus (Mouse)	362
Q99JX3	Q99JX3	reviewed	GORS2_MOUSE	Golgi reassembly-stacking protein 2 (GRS2) (Golgi reassembly-stacking protein of 55 kDa) (GRASP55)	Gorasp2	Mus musculus (Mouse)	451
Q7TMX5	Q7TMX5	reviewed	SHQ1_MOUSE	Protein SHQ1 homolog	Shq1	Mus musculus (Mouse)	569
Q8K1C9	Q8K1C9	reviewed	LRC41_MOUSE	Leucine-rich repeat-containing protein 41 (Protein Muf1)	Lrrc41 Muf1	Mus musculus (Mouse)	807
Q5SZT7	Q5SZT7	reviewed	NKAPL_MOUSE	NKAP-like protein	Nkapl	Mus musculus (Mouse)	395
Q9Z2E1	Q9Z2E1	reviewed	MBD2_MOUSE	Methyl-CpG-binding domain protein 2 (Methyl-CpG-binding protein MBD2)	Mbd2	Mus musculus (Mouse)	414
Q9CPS8	Q9CPS8	reviewed	SMAKA_MOUSE	Small membrane A-kinase anchor protein (Small membrane AKAP) (smAKAP)		Mus musculus (Mouse)	106
Q8CCN1	Q8CCN1	reviewed	NAL10_MOUSE	NACHT, LRR and PYD domains-containing protein 10	Nlrp10 Nalp10 Pynod	Mus musculus (Mouse)	673
Q3TTA7	Q3TTA7	reviewed	CBLB_MOUSE	E3 ubiquitin-protein ligase CBL-B (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene b) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)	Cblb	Mus musculus (Mouse)	982
Q91WG2	Q91WG2	reviewed	RABE2_MOUSE	Rab GTPase-binding effector protein 2 (Rabaptin-5beta)	Rabep2 Rabpt5b	Mus musculus (Mouse)	554
Q61586	Q61586	reviewed	GPAT1_MOUSE	Glycerol-3-phosphate acyltransferase 1, mitochondrial (GPAT-1) (EC 2.3.1.15) (P90)	Gpam Gpat1	Mus musculus (Mouse)	827
Q924N4	Q924N4	reviewed	S12A6_MOUSE	Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3)	Slc12a6 Kcc3	Mus musculus (Mouse)	1150
Q3TEI4	Q3TEI4	reviewed	CO039_MOUSE	Uncharacterized protein C15orf39 homolog		Mus musculus (Mouse)	1023
Q9CQY2	Q9CQY2	reviewed	RAMAC_MOUSE	RNA guanine-N7 methyltransferase activating subunit (Protein FAM103A1) (RNA guanine-7 methyltransferase activating subunit) (RNMT-activating mRNA cap methylating subunit) (RNMT-activating mRNA cap methyltransferase subunit) (RNMT-activating mini protein) (RAM)	Ramac Fam103a1 Rammet	Mus musculus (Mouse)	119
P70441	P70441	reviewed	NHRF1_MOUSE	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)	Nherf1 Nherf Slc9a3r1	Mus musculus (Mouse)	355
P46467	P46467	reviewed	VPS4B_MOUSE	Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Suppressor of K(+) transport growth defect 1) (Protein SKD1)	Vps4b Skd1	Mus musculus (Mouse)	444
P50580	P50580	reviewed	PA2G4_MOUSE	Proliferation-associated protein 2G4 (IRES-specific cellular trans-acting factor 45 kDa) (ITAF45) (Mpp1) (Proliferation-associated protein 1) (Protein p38-2G4)	Pa2g4 Ebp1 Plfap	Mus musculus (Mouse)	394
Q99LB0	Q99LB0	reviewed	TDIF1_MOUSE	Deoxynucleotidyltransferase terminal-interacting protein 1 (Terminal deoxynucleotidyltransferase-interacting factor 1) (TdIF1) (TdT-interacting factor 1)	Dnttip1 Tdif1	Mus musculus (Mouse)	328
Q09XV5	Q09XV5	reviewed	CHD8_MOUSE	Chromodomain-helicase-DNA-binding protein 8 (CHD-8) (EC 3.6.4.12) (ATP-dependent helicase CHD8) (Axis duplication inhibitor) (Duplin)	Chd8 Kiaa1564	Mus musculus (Mouse)	2582
Q61881	Q61881	reviewed	MCM7_MOUSE	DNA replication licensing factor MCM7 (EC 3.6.4.12) (CDC47 homolog)	Mcm7 Cdc47 Mcmd7	Mus musculus (Mouse)	719
O08576	O08576	reviewed	RUN3A_MOUSE	RUN domain-containing protein 3A (Rap2-interacting protein 8) (RPIP-8)	Rundc3a Rap2ip Rpip8	Mus musculus (Mouse)	446
P70182	P70182	reviewed	PI51A_MOUSE	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (PIP5K1-alpha) (PtdIns(4)P-5-kinase 1 alpha) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase alpha) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha) (Phosphatidylinositol 4-phosphate 5-kinase type I beta) (PI4P5KIbeta)	Pip5k1a	Mus musculus (Mouse)	546
Q6ZPJ3	Q6ZPJ3	reviewed	UBE2O_MOUSE	(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O (EC 2.3.2.24) (E2/E3 hybrid ubiquitin-protein ligase UBE2O) (Ubiquitin carrier protein O) (Ubiquitin-conjugating enzyme E2 O) (Ubiquitin-conjugating enzyme E2 of 230 kDa) (Ubiquitin-conjugating enzyme E2-230K) (Ubiquitin-protein ligase O)	Ube2o Kiaa1734	Mus musculus (Mouse)	1288
P47809	P47809	reviewed	MP2K4_MOUSE	Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4) (EC 2.7.12.2) (C-JUN N-terminal kinase kinase 1) (JNK kinase 1) (JNKK 1) (JNK-activating kinase 1) (MAPK/ERK kinase 4) (MEK 4) (SAPK/ERK kinase 1) (SEK1)	Map2k4 Jnkk1 Mek4 Mkk4 Prkmk4 Sek1 Serk1 Skk1	Mus musculus (Mouse)	397
Q91WB4	Q91WB4	reviewed	PKHF2_MOUSE	Pleckstrin homology domain-containing family F member 2 (PH domain-containing family F member 2)	Plekhf2	Mus musculus (Mouse)	249
Q62048	Q62048	reviewed	PEA15_MOUSE	Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes)	Pea15 Pea15a	Mus musculus (Mouse)	130
Q99PP7	Q99PP7	reviewed	TRI33_MOUSE	E3 ubiquitin-protein ligase TRIM33 (EC 2.3.2.27) (Ectodermin homolog) (RING-type E3 ubiquitin transferase TRIM33) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33)	Trim33 Kiaa1113	Mus musculus (Mouse)	1142
Q7TT18	Q7TT18	reviewed	MCAF1_MOUSE	Activating transcription factor 7-interacting protein 1 (ATFa-associated modulator) (mAM) (MBD1-containing chromatin-associated factor 1)	Atf7ip Mcaf1	Mus musculus (Mouse)	1306
Q9WVA3	Q9WVA3	reviewed	BUB3_MOUSE	Mitotic checkpoint protein BUB3 (WD repeat type I transmembrane protein A72.5)	Bub3	Mus musculus (Mouse)	326
Q62388	Q62388	reviewed	ATM_MOUSE	Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated homolog) (A-T mutated homolog)	Atm	Mus musculus (Mouse)	3066
Q3TDQ1	Q3TDQ1	reviewed	STT3B_MOUSE	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (B6dom1 antigen) (Source of immunodominant MHC-associated peptides)	Stt3b Simp	Mus musculus (Mouse)	823
Q7TQC7	Q7TQC7	reviewed	GPTC2_MOUSE	G patch domain-containing protein 2	Gpatch2 Gpatc2	Mus musculus (Mouse)	527
Q920I9	Q920I9	reviewed	WDR7_MOUSE	WD repeat-containing protein 7 (TGF-beta resistance-associated protein TRAG)	Wdr7 Kiaa0541 Trag	Mus musculus (Mouse)	1489
P23804	P23804	reviewed	MDM2_MOUSE	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Oncoprotein Mdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)	Mdm2	Mus musculus (Mouse)	489
O35250	O35250	reviewed	EXOC7_MOUSE	Exocyst complex component 7 (Exocyst complex component Exo70)	Exoc7 Exo70	Mus musculus (Mouse)	697
P35283	P35283	reviewed	RAB12_MOUSE	Ras-related protein Rab-12 (Rab-13)	Rab12	Mus musculus (Mouse)	243
Q9D1F5	Q9D1F5	reviewed	MRNIP_MOUSE	MRN complex-interacting protein (MRN-interacting protein)	Mrnip	Mus musculus (Mouse)	335
Q6NSW3	Q6NSW3	reviewed	SPKAP_MOUSE	A-kinase anchor protein SPHKAP (SPHK1-interactor and AKAP domain-containing protein)	Sphkap Kiaa1678	Mus musculus (Mouse)	1687
Q8CIB6	Q8CIB6	reviewed	TM230_MOUSE	Transmembrane protein 230	Tmem230	Mus musculus (Mouse)	120
Q60596	Q60596	reviewed	XRCC1_MOUSE	DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1)	Xrcc1 Xrcc-1	Mus musculus (Mouse)	631
P26231	P26231	reviewed	CTNA1_MOUSE	Catenin alpha-1 (102 kDa cadherin-associated protein) (Alpha E-catenin) (CAP102)	Ctnna1 Catna1	Mus musculus (Mouse)	906
Q99MP8	Q99MP8	reviewed	BRAP_MOUSE	BRCA1-associated protein (EC 2.3.2.27) (BRAP2) (Impedes mitogenic signal propagation) (IMP) (RING-type E3 ubiquitin transferase BRAP2)	Brap	Mus musculus (Mouse)	591
Q9DBR0	Q9DBR0	reviewed	AKAP8_MOUSE	A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95)	Akap8 Akap95	Mus musculus (Mouse)	687
P47856	P47856	reviewed	GFPT1_MOUSE	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1)	Gfpt1 Gfpt	Mus musculus (Mouse)	697
Q61458	Q61458	reviewed	CCNH_MOUSE	Cyclin-H	Ccnh	Mus musculus (Mouse)	323
A3KFM7	A3KFM7	reviewed	CHD6_MOUSE	Chromodomain-helicase-DNA-binding protein 6 (CHD-6) (EC 3.6.4.12) (ATP-dependent helicase CHD6)	Chd6 Kiaa1335	Mus musculus (Mouse)	2711
O35551	O35551	reviewed	RABE1_MOUSE	Rab GTPase-binding effector protein 1 (Rabaptin-5) (Rabaptin-5alpha)	Rabep1 Rab5ep Rabpt5 Rabpt5a	Mus musculus (Mouse)	862
Q7TSV4	Q7TSV4	reviewed	PGM2_MOUSE	Phosphopentomutase (EC 5.4.2.7) (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphoglucomutase-1) (Phosphoglucomutase-2) (PGM 2) (EC 5.4.2.2)	Pgm2 Pgm1	Mus musculus (Mouse)	620
Q80TJ1	Q80TJ1	reviewed	CAPS1_MOUSE	Calcium-dependent secretion activator 1 (Calcium-dependent activator protein for secretion 1) (CAPS-1)	Cadps Caps Caps1 Kiaa1121	Mus musculus (Mouse)	1355
Q8BKC8	Q8BKC8	reviewed	PI4KB_MOUSE	Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67)	Pi4kb Pik4cb	Mus musculus (Mouse)	816
P97414	P97414	reviewed	KCNQ1_MOUSE	Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)	Kcnq1 Kcna9 Kvlqt1	Mus musculus (Mouse)	668
Q8BMA6	Q8BMA6	reviewed	SRP68_MOUSE	Signal recognition particle subunit SRP68 (SRP68) (Signal recognition particle 68 kDa protein)	Srp68	Mus musculus (Mouse)	625
Q9DCT6	Q9DCT6	reviewed	BAP18_MOUSE	Chromatin complexes subunit BAP18 (BPTF-associated protein of 18 kDa)	Bap18	Mus musculus (Mouse)	171
Q8BGT6	Q8BGT6	reviewed	MILK1_MOUSE	MICAL-like protein 1 (Molecule interacting with Rab13) (MIRab13)	Micall1 D15Mit260 Kiaa1668 Mirab13	Mus musculus (Mouse)	870
P46656	P46656	reviewed	ADX_MOUSE	Adrenodoxin, mitochondrial (Adrenal ferredoxin) (Ferredoxin-1)	Fdx1	Mus musculus (Mouse)	188
Q9ERE9	Q9ERE9	reviewed	JIP2_MOUSE	C-Jun-amino-terminal kinase-interacting protein 2 (JIP-2) (JNK-interacting protein 2) (Islet-brain-2) (IB-2) (JNK MAP kinase scaffold protein 2) (Mitogen-activated protein kinase 8-interacting protein 2)	Mapk8ip2 Ib2 Jip2	Mus musculus (Mouse)	830
Q921F4	Q921F4	reviewed	HNRLL_MOUSE	Heterogeneous nuclear ribonucleoprotein L-like	Hnrnpll Hnrpll	Mus musculus (Mouse)	591
Q9WTN3	Q9WTN3	reviewed	SRBP1_MOUSE	Sterol regulatory element-binding protein 1 (SREBP-1) (Sterol regulatory element-binding transcription factor 1) [Cleaved into: Processed sterol regulatory element-binding protein 1 (Transcription factor SREBF1)]	Srebf1 Srebp1	Mus musculus (Mouse)	1134
Q80U57	Q80U57	reviewed	RIMS3_MOUSE	Regulating synaptic membrane exocytosis protein 3 (Nim3) (RIM3 gamma) (Rab-3-interacting molecule 3) (RIM 3)	Rims3 Kiaa0237	Mus musculus (Mouse)	307
A2ABV5	A2ABV5	reviewed	MED14_MOUSE	Mediator of RNA polymerase II transcription subunit 14 (Cofactor required for Sp1 transcriptional activation subunit 2) (CRSP complex subunit 2) (Mediator complex subunit 14) (Thyroid hormone receptor-associated protein complex 170 kDa component) (Trap170)	Med14 Crsp2 Gm641 Trap170	Mus musculus (Mouse)	1459
P48381	P48381	reviewed	RFX3_MOUSE	Transcription factor RFX3 (Regulatory factor X 3)	Rfx3	Mus musculus (Mouse)	749
O35144	O35144	reviewed	TERF2_MOUSE	Telomeric repeat-binding factor 2 (TTAGGG repeat-binding factor 2) (Telomeric DNA-binding protein)	Terf2 Trf2	Mus musculus (Mouse)	541
P14869	P14869	reviewed	RLA0_MOUSE	Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0) (60S ribosomal protein L10E)	Rplp0 Arbp	Mus musculus (Mouse)	317
Q9D2Q2	Q9D2Q2	reviewed	TRM44_MOUSE	Probable tRNA (uracil-O(2)-)-methyltransferase (EC 2.1.1.211) (Methyltransferase-like protein 19)	Trmt44 Mettl19	Mus musculus (Mouse)	713
Q8BS45	Q8BS45	reviewed	IFT56_MOUSE	Intraflagellar transport protein 56 (Protein hop-sterile) (Tetratricopeptide repeat protein 26) (TPR repeat protein 26)	Ift56 Hop Ttc26	Mus musculus (Mouse)	554
Q9JKK0	Q9JKK0	reviewed	RCAN3_MOUSE	Calcipressin-3 (Down syndrome candidate region 1-like protein 2) (Myocyte-enriched calcineurin-interacting protein 3) (MCIP3) (Regulator of calcineurin 3)	Rcan3 Dscr1l2	Mus musculus (Mouse)	239
Q3UZP0	Q3UZP0	reviewed	MALD2_MOUSE	MARVEL domain-containing protein 2 (Tricellulin)	Marveld2 Mrvldc2 Tric	Mus musculus (Mouse)	555
Q3UJU9	Q3UJU9	reviewed	RMD3_MOUSE	Regulator of microtubule dynamics protein 3 (RMD-3) (mRMD-3) (Protein FAM82A2) (Protein FAM82C)	Rmdn3 Fam82a2 Fam82c	Mus musculus (Mouse)	470
Q8C3S2	Q8C3S2	reviewed	TNG6_MOUSE	Transport and Golgi organization protein 6 homolog (Transmembrane and coiled-coil domain-containing protein 7)	Tango6 Kiaa1746 Tmco7	Mus musculus (Mouse)	1079
Q3UH06	Q3UH06	reviewed	RREB1_MOUSE	Ras-responsive element-binding protein 1 (RREB-1) (RAS-responsive zinc finger transcription factor RREB)	Rreb1	Mus musculus (Mouse)	1700
