From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q8K2W9	Q8K2W9	reviewed	CN093_MOUSE	Uncharacterized protein C14orf93 homolog		Mus musculus (Mouse)	541
Q99104	Q99104	reviewed	MYO5A_MOUSE	Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle)	Myo5a Dilute	Mus musculus (Mouse)	1853
P43277	P43277	reviewed	H13_MOUSE	Histone H1.3 (H1 VAR.4) (H1d)	H1-3 H1f3 Hist1h1d	Mus musculus (Mouse)	221
Q60954	Q60954	reviewed	MEIS1_MOUSE	Homeobox protein Meis1 (Myeloid ecotropic viral integration site 1)	Meis1	Mus musculus (Mouse)	390
Q64362	Q64362	reviewed	AKTIP_MOUSE	AKT-interacting protein (FT1) (Fused toes protein)	Aktip Fif Ft1 Fts	Mus musculus (Mouse)	292
Q6P1H6	Q6P1H6	reviewed	ANKL2_MOUSE	Ankyrin repeat and LEM domain-containing protein 2 (LEM domain-containing protein 4)	Ankle2 D5Ertd585e Kiaa0692 Lem4	Mus musculus (Mouse)	964
O54790	O54790	reviewed	MAFG_MOUSE	Transcription factor MafG (V-maf musculoaponeurotic fibrosarcoma oncogene homolog G)	Mafg	Mus musculus (Mouse)	162
Q8BGZ4	Q8BGZ4	reviewed	CDC23_MOUSE	Cell division cycle protein 23 homolog (Anaphase-promoting complex subunit 8) (APC8) (Cyclosome subunit 8)	Cdc23 Anapc8	Mus musculus (Mouse)	597
Q8BGV8	Q8BGV8	reviewed	MID51_MOUSE	Mitochondrial dynamics protein MID51 (Mitochondrial dynamics protein of 51 kDa homolog) (Mitochondrial elongation factor 1) (Smith-Magenis syndrome chromosomal region candidate gene 7 protein-like)	Mief1 Mid51 Smcr7l	Mus musculus (Mouse)	463
Q32NY4	Q32NY4	reviewed	CNNM3_MOUSE	Metal transporter CNNM3 (Ancient conserved domain-containing protein 3) (mACDP3) (Cyclin-M3)	Cnnm3 Acdp3	Mus musculus (Mouse)	713
Q811J3	Q811J3	reviewed	IREB2_MOUSE	Iron-responsive element-binding protein 2 (IRE-BP 2) (Iron regulatory protein 2) (IRP2)	Ireb2 Irp2	Mus musculus (Mouse)	963
Q8BN59	Q8BN59	reviewed	LARP6_MOUSE	La-related protein 6 (Acheron) (Achn) (La ribonucleoprotein domain family member 6)	Larp6	Mus musculus (Mouse)	492
P58252	P58252	reviewed	EF2_MOUSE	Elongation factor 2 (EF-2) (EC 3.6.5.-)	Eef2	Mus musculus (Mouse)	858
Q80XJ2	Q80XJ2	reviewed	RN168_MOUSE	E3 ubiquitin-protein ligase RNF168 (EC 2.3.2.27) (RING finger protein 168) (RING-type E3 ubiquitin transferase RNF168)	Rnf168	Mus musculus (Mouse)	565
Q80W47	Q80W47	reviewed	WIPI2_MOUSE	WD repeat domain phosphoinositide-interacting protein 2 (WIPI-2)	Wipi2	Mus musculus (Mouse)	445
Q80TY4	Q80TY4	reviewed	ST18_MOUSE	Suppression of tumorigenicity 18 protein	St18 Kiaa0535	Mus musculus (Mouse)	1045
Q68FE8	Q68FE8	reviewed	Z280D_MOUSE	Zinc finger protein 280D (Suppressor of hairy wing homolog 4)	Znf280d Suhw4 Zfp280d	Mus musculus (Mouse)	974
P97366	P97366	reviewed	EVI5_MOUSE	Ecotropic viral integration site 5 protein (EVI-5)	Evi5	Mus musculus (Mouse)	809
Q9CR16	Q9CR16	reviewed	PPID_MOUSE	Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Rotamase D)	Ppid	Mus musculus (Mouse)	370
Q9QWF0	Q9QWF0	reviewed	CAF1A_MOUSE	Chromatin assembly factor 1 subunit A (CAF-1 subunit A) (Chromatin assembly factor I p150 subunit) (CAF-I 150 kDa subunit) (CAF-I p150)	Chaf1a Caip150	Mus musculus (Mouse)	911
Q6PHN1	Q6PHN1	reviewed	CCD57_MOUSE	Coiled-coil domain-containing protein 57	Ccdc57	Mus musculus (Mouse)	1016
A2A884	A2A884	reviewed	ZEP3_MOUSE	Transcription factor HIVEP3 (Human immunodeficiency virus type I enhancer-binding protein 3 homolog) (KB-binding and recognition component) (Kappa-B and V(D)J recombination signal sequences-binding protein) (Kappa-binding protein 1) (KBP-1) (Recombinant component) (Schnurri-3) (Zinc finger protein ZAS3)	Hivep3 KBP1 Kiaa1555 Krc Rc shn3 Zas3	Mus musculus (Mouse)	2348
Q5HZJ0	Q5HZJ0	reviewed	RNC_MOUSE	Ribonuclease 3 (EC 3.1.26.3) (Protein Drosha) (Ribonuclease III) (RNase III)	Drosha Etohi2 Rn3 Rnasen	Mus musculus (Mouse)	1373
B7ZCC9	B7ZCC9	reviewed	AGRG4_MOUSE	Adhesion G-protein coupled receptor G4 (G-protein coupled receptor 112)	Adgrg4 Gpr112	Mus musculus (Mouse)	3073
Q6Y685	Q6Y685	reviewed	TACC1_MOUSE	Transforming acidic coiled-coil-containing protein 1	Tacc1	Mus musculus (Mouse)	774
Q8R0S2	Q8R0S2	reviewed	IQEC1_MOUSE	IQ motif and SEC7 domain-containing protein 1	Iqsec1 Kiaa0763	Mus musculus (Mouse)	961
Q99J77	Q99J77	reviewed	SIAS_MOUSE	Sialic acid synthase (N-acetylneuraminate-9-phosphate synthase) (EC 2.5.1.57) (N-acetylneuraminic acid phosphate synthase)	Nans Sas	Mus musculus (Mouse)	359
Q810U5	Q810U5	reviewed	CCD50_MOUSE	Coiled-coil domain-containing protein 50 (Protein Ymer)	Ccdc50	Mus musculus (Mouse)	305
P70279	P70279	reviewed	SURF6_MOUSE	Surfeit locus protein 6	Surf6 Surf-6	Mus musculus (Mouse)	355
Q68FD5	Q68FD5	reviewed	CLH1_MOUSE	Clathrin heavy chain 1	Cltc	Mus musculus (Mouse)	1675
Q8C170	Q8C170	reviewed	MYO9A_MOUSE	Unconventional myosin-IXa (Unconventional myosin-9a)	Myo9a Myr7	Mus musculus (Mouse)	2542
Q99J45	Q99J45	reviewed	NRBP_MOUSE	Nuclear receptor-binding protein (HLS7-interacting protein kinase) (MLF1 adapter molecule)	Nrbp1 Madm Nrbp	Mus musculus (Mouse)	535
Q05BC3	Q05BC3	reviewed	EMAL1_MOUSE	Echinoderm microtubule-associated protein-like 1 (EMAP-1)	Eml1	Mus musculus (Mouse)	814
P68254	P68254	reviewed	1433T_MOUSE	14-3-3 protein theta (14-3-3 protein tau)	Ywhaq	Mus musculus (Mouse)	245
Q9DBC3	Q9DBC3	reviewed	CMTR1_MOUSE	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 (EC 2.1.1.57) (Cap methyltransferase 1) (Cap1 2'O-ribose methyltransferase 1) (MTr1) (FtsJ methyltransferase domain-containing protein 2)	Cmtr1 Ftsjd2 Kiaa0082	Mus musculus (Mouse)	837
P43346	P43346	reviewed	DCK_MOUSE	Deoxycytidine kinase (dCK) (EC 2.7.1.74) (Deoxyadenosine kinase) (EC 2.7.1.76) (Deoxyguanosine kinase) (EC 2.7.1.113)	Dck	Mus musculus (Mouse)	260
Q6PH08	Q6PH08	reviewed	ERC2_MOUSE	ERC protein 2 (CAZ-associated structural protein 1) (CAST1)	Erc2 Cast1 D14Ertd171e Kiaa0378	Mus musculus (Mouse)	957
P06151	P06151	reviewed	LDHA_MOUSE	L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (LDH muscle subunit) (LDH-M)	Ldha Ldh-1 Ldh1	Mus musculus (Mouse)	332
Q8BTG3	Q8BTG3	reviewed	T11L1_MOUSE	T-complex protein 11-like protein 1	Tcp11l1	Mus musculus (Mouse)	509
Q9ER00	Q9ER00	reviewed	STX12_MOUSE	Syntaxin-12	Stx12	Mus musculus (Mouse)	274
Q9JM13	Q9JM13	reviewed	RABX5_MOUSE	Rab5 GDP/GTP exchange factor (Rabex-5)	Rabgef1 Rabex5	Mus musculus (Mouse)	491
Q8R0F5	Q8R0F5	reviewed	RBMX2_MOUSE	RNA-binding motif protein, X-linked 2	Rbmx2	Mus musculus (Mouse)	326
A2RSY1	A2RSY1	reviewed	KANL3_MOUSE	KAT8 regulatory NSL complex subunit 3 (NSL complex protein NSL3) (Non-specific lethal 3 homolog)	Kansl3 Kiaa1310 Nsl3	Mus musculus (Mouse)	903
Q91YT2	Q91YT2	reviewed	RN185_MOUSE	E3 ubiquitin-protein ligase RNF185 (EC 2.3.2.27) (RING finger protein 185)	Rnf185	Mus musculus (Mouse)	192
Q9JJ66	Q9JJ66	reviewed	CDC20_MOUSE	Cell division cycle protein 20 homolog (mmCdc20) (p55CDC)	Cdc20	Mus musculus (Mouse)	499
P97714	P97714	reviewed	ADA1D_MOUSE	Alpha-1D adrenergic receptor (Alpha-1A adrenergic receptor) (Alpha-1D adrenoreceptor) (Alpha-1D adrenoceptor)	Adra1d Adra1a Gpcr8	Mus musculus (Mouse)	562
Q6P9P6	Q6P9P6	reviewed	KIF11_MOUSE	Kinesin-like protein KIF11 (Kinesin-related motor protein Eg5)	Kif11	Mus musculus (Mouse)	1052
Q9JM14	Q9JM14	reviewed	NT5C_MOUSE	5'(3')-deoxyribonucleotidase, cytosolic type (EC 3.1.3.-) (Cytosolic 5',3'-pyrimidine nucleotidase) (Deoxy-5'-nucleotidase 1) (dNT-1)	Nt5c Dnt1	Mus musculus (Mouse)	200
Q5PR68	Q5PR68	reviewed	CE112_MOUSE	Centrosomal protein of 112 kDa (Cep112) (Coiled-coil domain-containing protein 46)	Cep112 Ccdc46	Mus musculus (Mouse)	954
Q8VC03	Q8VC03	reviewed	EMAL3_MOUSE	Echinoderm microtubule-associated protein-like 3 (EMAP-3)	Eml3	Mus musculus (Mouse)	897
A2AR50	A2AR50	reviewed	RGPS1_MOUSE	Ras-specific guanine nucleotide-releasing factor RalGPS1 (Ral GEF with PH domain and SH3-binding motif 1) (Ral guanine nucleotide exchange factor 2) (RalGEF 2) (RalA exchange factor RalGPS1)	Ralgps1 Kiaa0351 Ralgef2 Ralgps1a	Mus musculus (Mouse)	585
Q7TSF4	Q7TSF4	reviewed	LR75A_MOUSE	Leucine-rich repeat-containing protein 75A (Leucine-rich repeat-containing protein FAM211A)	Lrrc75a Fam211a	Mus musculus (Mouse)	339
Q8BLG0	Q8BLG0	reviewed	PHF20_MOUSE	PHD finger protein 20 (Hepatocellular carcinoma-associated antigen 58 homolog)	Phf20 Hca58	Mus musculus (Mouse)	1010
Q3UIK4	Q3UIK4	reviewed	MET14_MOUSE	N6-adenosine-methyltransferase non-catalytic subunit (Methyltransferase-like protein 14)	Mettl14 Kiaa1627	Mus musculus (Mouse)	456
Q8CGA2	Q8CGA2	reviewed	TBC14_MOUSE	TBC1 domain family member 14	Tbc1d14 D5Ertd110e Kiaa1322	Mus musculus (Mouse)	694
Q9CSH3	Q9CSH3	reviewed	RRP44_MOUSE	Exosome complex exonuclease RRP44 (EC 3.1.13.-) (EC 3.1.26.-) (Protein DIS3 homolog) (Ribosomal RNA-processing protein 44)	Dis3 Kiaa1008 Rrp44	Mus musculus (Mouse)	958
Q8VBX6	Q8VBX6	reviewed	MPDZ_MOUSE	Multiple PDZ domain protein (Multi-PDZ domain protein 1)	Mpdz Mupp1	Mus musculus (Mouse)	2055
Q9Z1N9	Q9Z1N9	reviewed	UN13B_MOUSE	Protein unc-13 homolog B (Munc13-2) (munc13)	Unc13b Unc13a	Mus musculus (Mouse)	1602
Q6NZQ6	Q6NZQ6	reviewed	ZN740_MOUSE	Zinc finger protein 740	Znf740 Zfp740	Mus musculus (Mouse)	180
Q67FY2	Q67FY2	reviewed	BCL9L_MOUSE	B-cell CLL/lymphoma 9-like protein (B-cell lymphoma 9-like protein) (BCL9-like protein) (BCL9-related beta-catenin-binding protein) (Protein BCL9-2)	Bcl9l B9l	Mus musculus (Mouse)	1494
Q5RJI5	Q5RJI5	reviewed	BRSK1_MOUSE	Serine/threonine-protein kinase BRSK1 (EC 2.7.11.1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 1) (BR serine/threonine-protein kinase 1) (Serine/threonine-protein kinase SAD-B)	Brsk1 Gm1100 Sadb	Mus musculus (Mouse)	778
Q9WU20	Q9WU20	reviewed	MTHR_MOUSE	Methylenetetrahydrofolate reductase (NADPH) (EC 1.5.1.53)	Mthfr	Mus musculus (Mouse)	654
P30306	P30306	reviewed	MPIP2_MOUSE	M-phase inducer phosphatase 2 (EC 3.1.3.48) (Dual specificity phosphatase Cdc25B)	Cdc25b Cdc25m2	Mus musculus (Mouse)	576
Q99N20	Q99N20	reviewed	BRMS1_MOUSE	Breast cancer metastasis-suppressor 1 homolog	Brms1	Mus musculus (Mouse)	246
Q9WV72	Q9WV72	reviewed	ASB3_MOUSE	Ankyrin repeat and SOCS box protein 3 (ASB-3)	Asb3	Mus musculus (Mouse)	525
Q7TMA4	Q7TMA4	reviewed	FFAR4_MOUSE	Free fatty acid receptor 4 (G-protein coupled receptor 120) (G-protein coupled receptor GT01) (Omega-3 fatty acid receptor 1)	Ffar4 Gpr120 O3far1	Mus musculus (Mouse)	361
Q8C172	Q8C172	reviewed	CERS6_MOUSE	Ceramide synthase 6 (CerS6) (EC 2.3.1.-) (LAG1 longevity assurance homolog 6) (Sphingoid base N-palmitoyltransferase CERS6) (EC 2.3.1.291)	Cers6 Lass6	Mus musculus (Mouse)	384
Q9R1M5	Q9R1M5	reviewed	NALP5_MOUSE	NACHT, LRR and PYD domains-containing protein 5 (Maternal antigen that embryos require) (Mater protein) (Ooplasm-specific protein 1) (OP1)	Nlrp5 Mater Nalp5	Mus musculus (Mouse)	1163
Q69ZH9	Q69ZH9	reviewed	RHG23_MOUSE	Rho GTPase-activating protein 23 (Rho-type GTPase-activating protein 23)	Arhgap23 Kiaa1501 MNCb-1301	Mus musculus (Mouse)	1483
Q80ZQ9	Q80ZQ9	reviewed	ABITM_MOUSE	Protein Abitram (Actin-binding transcription modulator) (Protein Simiate)	Abitram Fam206a Simiate	Mus musculus (Mouse)	193
P63087	P63087	reviewed	PP1G_MOUSE	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit)	Ppp1cc	Mus musculus (Mouse)	323
P16014	P16014	reviewed	SCG1_MOUSE	Secretogranin-1 (Chromogranin-B) (CgB) (Secretogranin I) (SgI) [Cleaved into: CCB peptide; PE-11]	Chgb Scg-1 Scg1	Mus musculus (Mouse)	677
Q3UU96	Q3UU96	reviewed	MRCKA_MOUSE	Serine/threonine-protein kinase MRCK alpha (EC 2.7.11.1) (CDC42-binding protein kinase alpha)	Cdc42bpa Kiaa0451	Mus musculus (Mouse)	1719
Q7TT79	Q7TT79	reviewed	MCPH1_MOUSE	Microcephalin	Mcph1	Mus musculus (Mouse)	822
Q5DU05	Q5DU05	reviewed	CE164_MOUSE	Centrosomal protein of 164 kDa (Cep164)	Cep164 Kiaa1052	Mus musculus (Mouse)	1446
Q6PDM1	Q6PDM1	reviewed	MSL1_MOUSE	Male-specific lethal 1 homolog (MSL-1) (Hampin) (Male-specific lethal 1-like 1) (MSL1-like 1) (Male-specific lethal-1 homolog 1)	Msl1 Msl1l1	Mus musculus (Mouse)	616
Q9R0K7	Q9R0K7	reviewed	AT2B2_MOUSE	Plasma membrane calcium-transporting ATPase 2 (PMCA2) (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 2) (Plasma membrane calcium pump isoform 2)	Atp2b2 Pmca2	Mus musculus (Mouse)	1198
E9PZJ8	E9PZJ8	reviewed	ASCC3_MOUSE	Activating signal cointegrator 1 complex subunit 3 (EC 3.6.4.12)	Ascc3	Mus musculus (Mouse)	2198
Q80TN7	Q80TN7	reviewed	NAV3_MOUSE	Neuron navigator 3 (Pore membrane and/or filament-interacting-like protein 1)	Nav3 Kiaa0938 Pomfil1	Mus musculus (Mouse)	2359
Q9CYC5	Q9CYC5	reviewed	DSN1_MOUSE	Kinetochore-associated protein DSN1 homolog	Dsn1	Mus musculus (Mouse)	348
E9Q4Z2	E9Q4Z2	reviewed	ACACB_MOUSE	Acetyl-CoA carboxylase 2 (EC 6.4.1.2) (ACC-beta)	Acacb Acc2 Accb	Mus musculus (Mouse)	2448
Q3TJD7	Q3TJD7	reviewed	PDLI7_MOUSE	PDZ and LIM domain protein 7 (LIM mineralization protein) (LMP) (Protein enigma)	Pdlim7 Enigma	Mus musculus (Mouse)	457
Q922G2	Q922G2	reviewed	FA76A_MOUSE	Protein FAM76A	Fam76a	Mus musculus (Mouse)	307
Q80U12	Q80U12	reviewed	SGSM2_MOUSE	Small G protein signaling modulator 2 (RUN and TBC1 domain-containing protein 1)	Sgsm2 Kiaa0397 Rutbc1	Mus musculus (Mouse)	1005
Q9JJA9	Q9JJA9	reviewed	GRASP_MOUSE	General receptor for phosphoinositides 1-associated scaffold protein (GRP1-associated scaffold protein)	Tamalin Grasp MNCb-4428	Mus musculus (Mouse)	392
P51660	P51660	reviewed	DHB4_MOUSE	Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MFP-2) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]	Hsd17b4 Edh17b4	Mus musculus (Mouse)	735
P49443	P49443	reviewed	PPM1A_MOUSE	Protein phosphatase 1A (EC 3.1.3.16) (Protein phosphatase 2C isoform alpha) (PP2C-alpha) (Protein phosphatase IA)	Ppm1a Pppm1a	Mus musculus (Mouse)	382
Q2EMV9	Q2EMV9	reviewed	PAR14_MOUSE	Protein mono-ADP-ribosyltransferase PARP14 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 8) (ARTD8) (Collaborator of STAT6) (CoaSt6) (Poly [ADP-ribose] polymerase 14) (PARP-14)	Parp14 Kiaa1268	Mus musculus (Mouse)	1817
Q9D3J5	Q9D3J5	reviewed	ANR22_MOUSE	Ankyrin repeat domain-containing protein 22	Ankrd22	Mus musculus (Mouse)	191
Q03963	Q03963	reviewed	E2AK2_MOUSE	Interferon-induced, double-stranded RNA-activated protein kinase (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 2) (eIF-2A protein kinase 2) (Interferon-inducible RNA-dependent protein kinase) (P1/eIF-2A protein kinase) (Protein kinase RNA-activated) (PKR) (Protein kinase R) (Serine/threonine-protein kinase TIK) (Tyrosine-protein kinase EIF2AK2) (EC 2.7.10.2) (p68 kinase)	Eif2ak2 Pkr Prkr Tik	Mus musculus (Mouse)	515
Q5XJY5	Q5XJY5	reviewed	COPD_MOUSE	Coatomer subunit delta (Archain) (Delta-coat protein) (Delta-COP)	Arcn1 Copd	Mus musculus (Mouse)	511
P63094	P63094	reviewed	GNAS2_MOUSE	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short (Adenylate cyclase-stimulating G alpha protein)	Gnas Gnas1 MNCb-5546	Mus musculus (Mouse)	394
Q9D5R2	Q9D5R2	reviewed	WDR20_MOUSE	WD repeat-containing protein 20	Wdr20 Wdr20b Wdr20rt	Mus musculus (Mouse)	567
Q3TGW2	Q3TGW2	reviewed	EEPD1_MOUSE	Endonuclease/exonuclease/phosphatase family domain-containing protein 1	Eepd1 Kiaa1706	Mus musculus (Mouse)	569
Q91YR1	Q91YR1	reviewed	TWF1_MOUSE	Twinfilin-1 (Protein A6)	Twf1 Ptk9	Mus musculus (Mouse)	350
P97760	P97760	reviewed	RPB3_MOUSE	DNA-directed RNA polymerase II subunit RPB3 (RNA polymerase II subunit 3) (RNA polymerase II subunit B3) (DNA-directed RNA polymerase II 33 kDa polypeptide) (RPB33) (DNA-directed RNA polymerase II subunit C) (RPB31)	Polr2c Rpo2-3	Mus musculus (Mouse)	275
Q811Q9	Q811Q9	reviewed	PCY1B_MOUSE	Choline-phosphate cytidylyltransferase B (EC 2.7.7.15) (CCT-beta) (CTP:phosphocholine cytidylyltransferase B) (CCT B) (CT B) (Phosphorylcholine transferase B)	Pcyt1b	Mus musculus (Mouse)	369
Q8CHT0	Q8CHT0	reviewed	AL4A1_MOUSE	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)	Aldh4a1	Mus musculus (Mouse)	562
Q5ND52	Q5ND52	reviewed	MRM3_MOUSE	rRNA methyltransferase 3, mitochondrial (EC 2.1.1.-) (16S rRNA (guanosine(1370)-2'-O)-methyltransferase) (16S rRNA [Gm1370] 2'-O-methyltransferase) (RNA methyltransferase-like protein 1)	Mrm3 Rnmtl1	Mus musculus (Mouse)	418
Q3TWI9	Q3TWI9	reviewed	CSCL2_MOUSE	CSC1-like protein 2 (Transmembrane protein 63B)	Tmem63b	Mus musculus (Mouse)	832
O35316	O35316	reviewed	SC6A6_MOUSE	Sodium- and chloride-dependent taurine transporter (Solute carrier family 6 member 6)	Slc6a6 Taut	Mus musculus (Mouse)	621
P50580	P50580	reviewed	PA2G4_MOUSE	Proliferation-associated protein 2G4 (IRES-specific cellular trans-acting factor 45 kDa) (ITAF45) (Mpp1) (Proliferation-associated protein 1) (Protein p38-2G4)	Pa2g4 Ebp1 Plfap	Mus musculus (Mouse)	394
P97798	P97798	reviewed	NEO1_MOUSE	Neogenin	Neo1 Ngn	Mus musculus (Mouse)	1492
P25916	P25916	reviewed	BMI1_MOUSE	Polycomb complex protein BMI-1 (Polycomb group RING finger protein 4)	Bmi1 Bmi-1 Pcgf4	Mus musculus (Mouse)	324
Q9JJ11	Q9JJ11	reviewed	TACC3_MOUSE	Transforming acidic coiled-coil-containing protein 3 (ARNT-interacting protein)	Tacc3 Aint	Mus musculus (Mouse)	631
P63017	P63017	reviewed	HSP7C_MOUSE	Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8)	Hspa8 Hsc70 Hsc73	Mus musculus (Mouse)	646
Q9JII1	Q9JII1	reviewed	INP5E_MOUSE	Phosphatidylinositol polyphosphate 5-phosphatase type IV (72 kDa inositol polyphosphate 5-phosphatase) (Inositol polyphosphate-5-phosphatase E) (Phosphatidylinositol 4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase) (EC 3.1.3.86)	Inpp5e	Mus musculus (Mouse)	647
Q9ERR1	Q9ERR1	reviewed	NDEL1_MOUSE	Nuclear distribution protein nudE-like 1 (Protein mNudE-like) (Protein Nudel) (mNudE-L)	Ndel1 Nudel	Mus musculus (Mouse)	345
Q99PL6	Q99PL6	reviewed	UBXN6_MOUSE	UBX domain-containing protein 6 (UBX domain-containing protein 1)	Ubxn6 Ubxd1 Ubxdc2	Mus musculus (Mouse)	442
Q99K90	Q99K90	reviewed	TAB2_MOUSE	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 2) (TAK1-binding protein 2) (TAB-2) (TGF-beta-activated kinase 1-binding protein 2)	Tab2 Kiaa0733 Map3k7ip2	Mus musculus (Mouse)	693
A2AH22	A2AH22	reviewed	AMRA1_MOUSE	Activating molecule in BECN1-regulated autophagy protein 1	Ambra1 Kiaa1736	Mus musculus (Mouse)	1300
Q8BMD7	Q8BMD7	reviewed	MORC4_MOUSE	MORC family CW-type zinc finger protein 4 (Zinc finger CW-type coiled-coil domain protein 2)	Morc4 Zcwcc2	Mus musculus (Mouse)	928
Q99LS3	Q99LS3	reviewed	SERB_MOUSE	Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	Psph	Mus musculus (Mouse)	225
Q99PS0	Q99PS0	reviewed	K1C23_MOUSE	Keratin, type I cytoskeletal 23 (Cytokeratin-23) (CK-23) (Keratin-23) (K23)	Krt23 Haik1 Krt1-23	Mus musculus (Mouse)	422
P84104	P84104	reviewed	SRSF3_MOUSE	Serine/arginine-rich splicing factor 3 (Pre-mRNA-splicing factor SRP20) (Protein X16) (Splicing factor, arginine/serine-rich 3)	Srsf3 Sfrs3 Srp20 X16	Mus musculus (Mouse)	164
Q9D952	Q9D952	reviewed	EVPL_MOUSE	Envoplakin (210 kDa cornified envelope precursor protein) (p210)	Evpl	Mus musculus (Mouse)	2035
Q80Y17	Q80Y17	reviewed	L2GL1_MOUSE	Lethal(2) giant larvae protein homolog 1 (LLGL) (Mgl-1) (Mlgl)	Llgl1 Llglh	Mus musculus (Mouse)	1036
Q8R090	Q8R090	reviewed	VMAT1_MOUSE	Chromaffin granule amine transporter (Solute carrier family 18 member 1) (Vesicular amine transporter 1) (VAT1)	Slc18a1 Vmat1	Mus musculus (Mouse)	521
Q8R4D1	Q8R4D1	reviewed	SL9A8_MOUSE	Sodium/hydrogen exchanger 8 (Na(+)/H(+) exchanger 8) (NHE-8) (Solute carrier family 9 member 8)	Slc9a8 Nhe8	Mus musculus (Mouse)	576
Q8QZR3	Q8QZR3	reviewed	EST2A_MOUSE	Pyrethroid hydrolase Ces2a (EC 3.1.1.88) (Carboxylic ester hydrolase 2A) (EC 3.1.1.-) (carboxylesterase 2A)	Ces2a Ces6	Mus musculus (Mouse)	558
Q80Z25	Q80Z25	reviewed	OFD1_MOUSE	Centriole and centriolar satellite protein OFD1 (Oral-facial-digital syndrome 1 protein homolog)	Ofd1	Mus musculus (Mouse)	1017
O09126	O09126	reviewed	SEM4D_MOUSE	Semaphorin-4D (M-Sema G) (Semaphorin-C-like 2) (Semaphorin-J) (Sema J) (CD antigen CD100)	Sema4d Semacl2 Semaj	Mus musculus (Mouse)	861
Q8CBX0	Q8CBX0	reviewed	CSC1_MOUSE	Calcium permeable stress-gated cation channel 1 (Transmembrane protein 63C)	Tmem63c CSC1	Mus musculus (Mouse)	802
A3KGF9	A3KGF9	reviewed	CCD9B_MOUSE	Coiled-coil domain-containing protein 9B	Ccdc9b	Mus musculus (Mouse)	545
A2A4P0	A2A4P0	reviewed	DHX8_MOUSE	ATP-dependent RNA helicase DHX8 (EC 3.6.4.13) (DEAH box protein 8)	Dhx8	Mus musculus (Mouse)	1244
Q06507	Q06507	reviewed	ATF4_MOUSE	Cyclic AMP-dependent transcription factor ATF-4 (cAMP-dependent transcription factor ATF-4) (Activating transcription factor 4) (C/EBP-related ATF) (C/ATF) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2)	Atf4 Creb2	Mus musculus (Mouse)	349
S4R1M9	S4R1M9	reviewed	OSB10_MOUSE	Oxysterol-binding protein-related protein 10 (ORP-10) (OSBP-related protein 10)	Osbpl10 Orp10	Mus musculus (Mouse)	766
Q3UFF7	Q3UFF7	reviewed	LYPL1_MOUSE	Lysophospholipase-like protein 1 (EC 3.1.2.22)	Lyplal1	Mus musculus (Mouse)	239
Q99KI0	Q99KI0	reviewed	ACON_MOUSE	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)	Aco2	Mus musculus (Mouse)	780
Q5ND34	Q5ND34	reviewed	WDR81_MOUSE	WD repeat-containing protein 81	Wdr81	Mus musculus (Mouse)	1934
P70206	P70206	reviewed	PLXA1_MOUSE	Plexin-A1 (Plex 1) (Plexin-1)	Plxna1 Kiaa4053	Mus musculus (Mouse)	1894
